Subject_ID,Loc_Plot_State1,Loc_Plot_City1,Loc_Plot_State2,Loc_Plot_City2,Date_Exposure,Plot_Target1,Plot_Target2,Plot_Target3,Attack_Preparation,Op_Security,Changing_Target,Anticp_Fatals_Targ,Internet_Use_Plot,Extent_Plot,Violent,Criminal_Severity,Criminal_Charges,Indict_Arrest,Current_Status,Group_Membership,Terrorist_Group_Name1,Terrorist_Group_Name2,Terrorist_Group_Name3,Actively_Recruited,Recruiter1,Recruiter2,Recruiter3,Actively_Connect,Group_Competition,Role_Group,Length_Group,Clique,Clique_Radicalize,Clique_Connect,Internet_Radicalization,Media_Radicalization,Social_Media,Social_Media_Frequency,Social_Media_Platform1,Social_Media_Platform2,Social_Media_Platform3,Social_Media_Platform4,Social_Media_Platform5,Social_Media_Activities1,Social_Media_Activities2,Social_Media_Activities3,Social_Media_Activities4,Social_Media_Activities5,Social_Media_Activities6,Social_Media_Activities7,Radicalization_Islamist,Radicalization_Far_Right,Radicalization_Far_Left,Radicalization_Single_Issue,Ideological_Sub_Category1,Ideological_Sub_Category2,Ideological_Sub_Category3,Loc_Habitation_State1,Loc_Habitation_City1,Loc_Habitation_State2,Loc_Habitation_City2,Itinerant,External_Rad,Rad_duration,Radical_Behaviors,Radical_Beliefs,US_Govt_Leader,Foreign_Govt_Leader,Event_Influence1,Event_Influence2,Event_Influence3,Event_Influence4,Beliefs_Trajectory,Behaviors_Trajectory,Radicalization_Sequence,Radicalization_Place,Prison_Radicalize,Broad_Ethnicity,Age,Marital_Status,Children,Age_Child,Gender,Religious_Background,Convert,Convert_Date,Reawakening,Reawakening_Date,Citizenship,Residency_Status,Nativity,Time_US_Months,Immigrant_Generation,Immigrant_Source,Language_English,Diaspora_Ties,Education,Student,Education_Change,Employment_Status,Change_Performance,Work_History,Military,Foreign_Military,Social_Stratum_Childhood,Social_Stratum_Adulthood,Aspirations,Abuse_Child,Abuse_Adult,Abuse_type1,Abuse_Type2,Abuse_Type3,Psychological,Alcohol_Drug,Absent_Parent,Overseas_Family,Close_Family,Family_Religiosity,Family_Ideology,Family_Ideological_Level,Prison_Family_Friend,Crime_Family_Friend,Radical_Friend,Radical_Family,Radical_Signif_Other,Relationship_Troubles,Platonic_Troubles,Unstructured_Time,Friendship_Source1,Friendship_Source2,Friendship_Source3,Kicked_Out,Previous_Criminal_Activity,Previous_Criminal_Activity_Type1,Previous_Criminal_Activity_Type2,Previous_Criminal_Activity_Type3,Previous_Criminal_Activity_Age,Gang,Gang_Age_Joined,Trauma,Other_Ideologies,Angry_US,Group_Grievance,Standing
4190,Massachusetts,Springfield,,,1/11/08,15,,,1,1,0,-99,-99,5,0,9,2,4,4,2,-88,,,-99,-99,,,-99,-99,1,-99,1,-99,-99,1,1,-99,-99,-99,,,,,-99,,,,,,,0,1,0,0,2,,,Massachusetts,Springfield,,,1,-99,2,9,2,1,-99,8,,,,1,2,-99,-99,-88,3,21,-99,0,-88,2,-99,0,-88,-99,-99,United States of America,1,United States of America,276,0,-88,-88,-88,-99,-99,-99,2,-99,3,-99,0,2,1,-99,0,0,-88,,,0,1,-99,-99,2,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,1,6,,,-99,3,8,16,,2,0,-88,-99,0,1,-99,-99
3659,Ohio,Thornville,,,2/1/08,-88,,,-88,-88,-88,-88,-88,0,1,10,2,2,3,3,Vinlanders Social Club,,,-99,-99,,,-99,1,2,-99,-99,-99,-99,-99,-99,0,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,Indiana,-99,California,-99,1,0,-99,10,5,-99,-99,-99,,,,-99,-99,-99,-99,-99,3,26,1,0,-88,2,-99,0,-88,-99,-99,United States of America,1,United States of America,312,0,-88,-88,-88,-99,-99,-99,1,-99,2,0,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,-99,-99
5126,Connecticut,Hartford,,,2/7/08,1,,,2,-99,-99,0,-99,5,1,10,2,4,4,3,Los Macheteros,,,-99,-99,,,-99,-99,3,-99,-99,-99,-99,0,-99,0,-88,-88,,,,,-88,,,,,,,0,0,0,1,12,,,Puerto Rico,-99,,,1,0,-99,10,5,1,0,0,,,,-99,-99,-99,-99,-88,1,65,3,1,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,780,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,1,-99,-99
3367,Tennessee,Columbia,,,2/9/08,15,,,1,-99,-99,0,-99,5,0,9,2,4,4,2,-88,,,0,-88,,,-99,1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,-99,,,,,,,0,1,0,0,5,2,,Tennessee,-99,,,-99,-99,-99,9,5,0,0,-99,,,,-99,-99,-99,1,-99,3,32,-99,-99,-99,2,15,0,-88,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,0,0,-99,,,0,-99,-99,,,-99,0,-88,-99,0,-99,2,-99
3388,Tennessee,Columbia,,,2/9/08,15,,,1,1,0,0,0,5,0,9,2,4,1,2,-88,,,-99,-99,,,-99,1,2,-99,1,1,-99,-99,-99,-99,-99,-99,,,,,-99,,,,,,,0,1,0,0,5,2,,Tennessee,-99,,,0,0,-99,9,5,0,0,0,,,,-99,-99,1,-99,-88,3,19,1,0,-88,2,11,0,-88,0,-88,United States of America,1,United States of America,228,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,0,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,1,2,1,-99,-99,1,-99,-99,-99,-99,-99,-99,,,-99,0,-88,,,-88,0,-88,-99,0,0,-99,-99
3405,Tennessee,Columbia,,,2/10/08,15,,,1,2,-99,0,0,5,0,9,2,4,4,2,-88,,,-99,-99,,,-99,-99,2,-99,1,0,0,0,-99,0,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,Tennessee,Columbia,,,-99,0,-99,9,5,-99,-99,-99,,,,-99,-99,-99,-99,-99,3,22,-99,-99,-99,2,15,0,-88,-99,-99,United States of America,1,United States of America,264,0,-88,-88,-88,-99,-99,-99,3,-88,-99,-99,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,1,6,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,-99,-99
3109,Michigan,East Lansing,,,3/11/08,-88,,,-88,-88,-88,-88,-88,0,0,5,2,3,1,3,Earth Liberation Front (ELF),,,-99,-99,,,-99,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,-99,,,,,,,0,0,1,0,6,,,Michigan,-99,,,-99,0,-99,7,1,-99,0,-99,,,,-99,-99,-99,-99,-88,3,27,-99,-99,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,324,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,0,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,2,3,-99,-99,-99,0,-99,5,,,-99,0,-88,,,-88,0,-88,-99,0,-99,3,-99
4180,Maryland,Silver Spring,,,3/26/08,-88,,,-88,-88,-88,-88,-88,0,0,2,1,4,8,0,-88,,,0,-88,,,0,-88,-88,-88,0,-88,-88,1,2,-99,-99,-99,,,,,-99,,,,,,,0,0,1,0,6,,,District of Columbia,Washington,,,1,0,2,5,5,0,0,0,,,,1,1,3,0,-99,6,41,-99,0,-88,2,-99,0,-88,0,-88,United States of America,1,United States of America,516,2,South Korea,-88,-99,-99,0,-88,-99,-99,-99,0,0,-99,-99,-99,0,0,-88,,,1,0,-99,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,2,20,,,4,0,-88,-99,0,0,0,2
3456,Oregon,Portland,,,3/31/08,14,,,2,-99,0,0,-99,5,1,10,2,4,4,2,-88,,,-99,-99,,,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,-99,,,,,,,0,1,0,0,2,,,Oregon,Portland,,,-99,-99,-99,10,3,-99,-99,-99,,,,-99,-99,1,-99,-99,3,46,-99,-99,-99,2,-99,0,-88,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,3,-99
4223,Wisconsin,Viola,,,4/1/08,2,4,,2,1,0,1,-99,4,1,10,2,4,4,2,Sovereign Citizens,,,0,-88,,,1,0,1,72,0,-88,-88,-99,1,0,-88,-88,,,,,-88,,,,,,,0,1,0,0,4,,,Wisconsin,Viola,,,0,0,3,10,3,0,0,8,,,,-99,2,1,0,-88,3,60,1,0,-88,2,-99,0,-88,-99,-99,United States of America,1,United States of America,720,0,-88,-88,-88,3,0,-88,2,-99,3,1,0,-99,1,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,0,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,1,-99,-99
3625,Texas,Jacksonville,,,4/7/08,-88,,,-88,-88,-88,-88,-88,0,0,5,2,4,-99,2,Republic of Texas,,,0,-88,,,2,-99,2,3,0,-88,-88,-99,-99,-99,-99,-99,,,,,-99,,,,,,,0,1,0,0,1,4,2,Texas,-99,,,1,-99,-99,1,1,0,0,0,,,,-99,-99,-99,-99,-99,3,50,-99,-99,-99,2,10,0,-88,-99,-99,United States of America,1,United States of America,600,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,2,18,,,5,0,-88,-99,0,-99,-99,-99
3668,Texas,-99,,,5/1/08,-88,,,-88,-88,-88,-88,-88,0,0,3,2,4,2,2,Republic of Texas,,,-99,-99,,,-99,-99,3,-99,1,0,0,-99,1,0,-88,-88,,,,,-88,,,,,,,0,1,0,0,4,,,Texas,-99,,,-99,0,-99,9,5,1,0,6,,,,2,2,-99,0,-88,3,59,-99,-99,-99,2,15,0,-88,-99,-99,Canada,3,Canada,-99,1,Canada,-88,-99,5,-99,-99,-99,-99,-99,0,0,-99,-99,-99,0,0,-88,,,0,0,3,-99,1,-99,-99,-99,1,2,2,-99,-99,-99,1,0,-99,,,-99,-99,-99,,,-99,0,-88,3,0,1,0,-99
2204,Michigan,Detroit,,,5/16/08,-88,,,-88,-88,-88,-88,-88,0,0,3,2,2,-99,2,Hezbollah,,,-99,-99,,,-99,0,1,-99,-99,-99,-99,0,-99,0,-88,-88,,,,,-88,,,,,,,1,0,0,0,11,,,-99,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,,,,-99,-99,-99,-99,-99,4,34,-99,-99,-99,2,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,2,2,0,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,-99,-99
6934,Pennsylvania,Dormont,Pennsylvania,Mount Lebanon,5/20/08,-88,,,-88,-88,-88,-88,-88,0,0,5,2,4,4,3,World Church of the Creator,,,-99,-99,,,1,-99,2,16,0,-88,-88,1,-99,1,3,1,3,26,,,1,2,3,4,,,,0,1,0,0,2,,,Pennsylvania,Pittsburg,Pennsylvania,Crafton,0,0,3,5,5,0,0,0,,,,-99,-99,-99,-99,1,3,39,1,0,-88,2,-99,0,-88,-99,-99,United States of America,1,United States of America,468,0,-88,-88,-88,-99,-99,-99,4,-88,1,0,0,-99,-99,-99,0,0,-88,,,2,0,0,-99,-99,-99,0,0,-99,-99,-99,-99,2,-99,-99,1,-99,,,1,3,1,18,,3,0,-88,-99,0,1,2,-99
3675,Pennsylvania,Clearfield,,,6/8/08,-88,,,-88,-88,-88,-88,-88,0,0,5,2,4,1,2,-88,,,-99,-99,,,-99,-99,3,-99,-99,-99,-99,-99,-99,0,-88,-88,,,,,-88,,,,,,,0,1,0,0,1,,,Pennsylvania,-99,,,0,0,3,7,4,1,0,-99,,,,-99,-99,-99,-99,-99,3,61,-99,-99,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,732,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,2,2,-99,-99,-99,-99,-99,6,,,-99,1,20,,,5,0,-88,-99,0,1,3,-99
3629,Pennsylvania,Lucinda,,,6/9/08,-88,,,-88,-88,-88,-88,-88,0,0,5,2,4,4,2,-88,,,0,-88,,,-99,-99,3,-99,0,-88,-88,1,1,1,-99,13,,,,,1,5,,,,,,0,1,0,0,1,,,Pennsylvania,-99,,,0,0,-99,8,5,-99,-99,-99,,,,-99,-99,2,-99,-99,3,64,2,1,-99,2,11,0,-88,-99,-99,United States of America,1,United States of America,768,0,-88,-88,-88,-99,-99,-99,1,-99,4,-99,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,1,2,3,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,-99,-99
2011,Massachusetts,Malden,Afghanistan,-99,7/1/08,4,,,0,1,0,1,0,5,1,10,2,4,4,3,al-Qaeda core,,,-99,-99,,,-99,1,2,-99,0,-88,-88,0,-99,0,-88,-88,,,,,-88,,,,,,,1,0,0,0,11,,,Massachusetts,Boston,,,0,1,-99,-99,-99,-99,-99,-99,,,,-99,-99,-99,-99,-88,5,36,2,3,12,1,1,0,-99,0,-99,Pakistan,4,Pakistan,144,1,Pakistan,1,-99,11,-99,-99,-99,-99,-99,0,0,3,3,3,0,2,2,3,,0,0,0,1,2,2,-99,-99,-99,-99,-99,-99,3,1,-99,-99,-99,,,0,0,-88,,,-88,0,-88,-99,0,-99,-99,0
3347,Tennessee,Knoxville,,,7/27/08,15,,,1,-99,-99,2,-99,5,1,10,2,4,4,0,-88,,,0,-88,,,-99,-88,-88,-88,0,-88,-88,-99,-99,-99,-99,-99,,,,,-99,,,,,,,0,1,0,0,2,17,,Tennessee,Knoxville,,,-99,0,3,10,5,-99,-99,0,,,,1,-99,1,-99,-88,3,58,3,0,-88,2,-99,0,-88,-99,-99,United States of America,1,United States of America,696,0,-88,-88,-88,-99,-99,-99,3,-88,1,1,0,-99,1,-99,0,0,-88,,,0,0,-99,0,1,-99,-99,-99,-99,-99,-99,-99,0,1,-99,1,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,1,3,1
3077,Wisconsin,Rhinelander,,,7/30/08,2,,,1,-99,0,0,-99,5,0,9,1,4,4,3,Earth Liberation Front (ELF),,,-99,-99,,,-99,-99,2,-99,1,0,0,-99,-99,-99,-99,-99,,,,,-99,,,,,,,0,0,1,0,6,,,Washington,-99,,,0,-99,-99,9,5,1,0,-99,,,,-99,-99,-99,-99,-99,-99,31,-99,-99,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,372,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,0,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,1,-99,-99
1118,Minnesota,Minneapolis,,,8/1/08,4,,,2,2,-99,-99,-99,5,1,10,2,4,4,3,al-Shabaab,,,1,4,,,0,-99,2,12,1,1,1,1,1,1,-99,3,,,,,1,4,,,,,,1,0,0,0,11,,,Minnesota,Minneapolis,,,0,1,2,10,2,0,1,8,,,,1,1,1,1,-88,2,23,2,1,-99,2,1,0,-88,1,1/1/07,United States of America,2,Somalia,-99,1,Kenya,1,2,4,0,-88,4,-99,1,0,0,2,2,-99,0,0,-88,,,0,0,0,-99,2,1,0,0,0,0,3,0,0,-99,-99,-99,-99,,,0,0,-88,,,-88,0,-88,0,0,0,1,0
3024,Oregon,Portland,,,8/12/08,1,,,1,-99,-99,0,-99,5,0,9,2,4,4,0,-88,,,-99,-99,,,-99,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,,,,,-99,,,,,,,0,0,1,0,6,,,Oregon,-99,,,-99,0,3,9,5,1,-99,-99,,,,1,2,1,2,-88,3,34,-99,1,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,408,0,-88,-88,-88,5,0,-88,-99,-99,-99,0,-99,2,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,5,,,-99,-99,-99,,,-99,0,-88,-99,0,1,-99,-99
6467,Tennessee,Knoxville,,,8/14/08,-88,,,-88,-88,-88,-88,-88,0,0,0,2,4,1,1,-88,,,-99,-88,,,-99,0,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,-99,,,,,,,0,0,1,0,6,,,District of Columbia,Washington,,,1,0,-99,9,-99,0,0,-99,,,,-99,-99,-99,0,-88,3,28,-99,-99,-99,1,-99,0,-88,0,-88,United States of America,1,United States of America,336,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,0,0,-99,-99,0,0,0,-88,,,0,0,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,0,-88,,,-88,0,-88,-99,0,0,0,-99
3637,Tennessee,Bell,,,8/22/08,2,14,1,2,1,0,3,1,4,1,10,2,4,4,2,-88,,,-99,-99,,,-99,-99,2,-99,1,0,0,1,-99,1,-99,1,13,27,,,1,3,5,,,,,0,1,0,0,2,,,Tennessee,Bells,,,1,0,-99,10,5,1,0,0,,,,-99,-99,1,-99,-88,3,20,1,0,-88,2,-99,0,-88,-99,-99,United States of America,1,United States of America,240,0,-88,-88,-88,2,0,-88,3,-88,1,0,0,2,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,6,,,1,0,-88,,,-88,0,-88,-99,0,1,1,-99
3714,Indiana,Logan,,,9/1/08,-88,,,-88,-88,-88,-88,-88,0,0,0,-88,-88,1,3,Vinlanders Social Club,,,-99,-99,,,-99,1,2,-99,1,0,0,-99,-99,-99,-99,-99,,,,,-99,,,,,,,0,1,0,0,2,,,Ohio,-99,,,0,0,2,7,5,-99,-99,-99,,,,-99,-99,1,-99,-88,3,-99,1,-99,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,0,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,-99,-99
1182,New York,Long Island,,,10/1/08,19,4,,1,1,-99,3,0,1,1,7,2,4,4,3,al-Qaeda core,,,1,4,,,0,-99,2,13,0,-88,-88,2,1,1,-99,1,3,,,,1,,,,,,,1,0,0,0,11,,,New York,New York,,,0,1,2,10,3,1,-99,-99,,,,1,2,1,0,-88,1,25,1,0,-88,2,8,1,1/1/04,0,-88,United States of America,1,United States of America,300,2,Argentina; Peru,-88,-99,3,0,-88,1,-99,3,1,0,3,2,-99,0,0,-88,,,0,1,0,1,1,1,0,0,0,0,3,0,0,1,1,-99,-99,,,-99,0,-88,,,-88,0,-88,-99,0,1,0,-99
4193,West Virginia,Clarksburg,,,10/1/08,-88,,,-88,-88,-88,-88,-88,0,0,6,1,4,2,0,-88,,,0,-88,,,0,-88,-88,-88,0,-88,-88,-99,-99,-99,-99,-99,,,,,-99,,,,,,,0,1,0,0,2,,,West Virginia,Clarksburg,,,-99,0,-99,9,1,0,0,0,,,,-99,2,-99,-99,-88,3,32,2,1,15,1,-99,0,-88,-99,-99,United States of America,1,United States of America,384,0,-88,-88,-88,-99,0,-88,-99,-99,-99,0,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,0,2,-99
3363,Virginia,Roanoke,,,10/17/08,-88,,,-88,-88,-88,-88,-88,0,0,4,2,4,4,1,-88,,,-99,-99,,,-99,0,3,156,-99,-99,-99,2,2,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,-99,-99,,,-99,-99,3,10,5,1,-99,0,,,,1,1,1,0,0,3,36,-99,-99,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,4,0,-88,2,1,2,0,0,2,3,-99,0,0,-88,,,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,0,5,,,-99,3,9,15,18,2,0,-88,-99,1,1,-99,-99
1112,Somalia,-99,,,10/29/08,7,,,2,-99,0,3,0,5,1,10,-88,-88,7,3,al-Shabaab,,,1,2,,,0,0,2,-99,1,-99,-99,0,0,0,-88,-88,,,,,-88,,,,,,,1,0,0,0,11,,,Minnesota,Minneapolis,,,0,0,2,10,5,0,0,0,,,,1,1,1,-99,-88,4,26,1,0,-88,2,1,0,-88,1,-99,United States of America,2,Somalia,-99,1,Somalia,1,2,4,0,-88,1,-88,3,0,0,1,1,2,0,0,-88,,,0,0,2,1,2,-99,-99,-99,0,0,3,0,0,0,0,0,2,4,,1,0,-88,,,-88,0,-88,2,0,1,0,3
1122,Minnesota,Minneapolis,,,11/1/08,-88,,,-88,-88,-88,-88,-88,0,1,10,-88,-88,9,3,al-Shabaab,,,-99,-99,,,1,-99,2,12,-99,-99,-99,-99,0,0,-88,-88,,,,,-88,,,,,,,1,0,0,0,11,,,Minnesota,-99,,,0,-99,-99,10,5,0,1,8,,,,1,2,1,1,-88,3,27,1,0,-88,2,11,1,-99,-99,-99,United States of America,1,United States of America,324,0,-88,-88,-88,2,0,-88,-99,-99,-99,0,0,-99,-99,-99,0,0,-88,,,0,0,2,0,-99,-99,-99,-99,-99,-99,3,0,0,-99,-99,0,6,,,-99,1,13,20,,2,0,-88,-99,0,0,1,0
1123,Minnesota,Minneapolis,Somalia,,11/1/08,-88,,,-88,-88,-88,-88,-88,0,1,10,2,3,2,3,al-Shabaab,,,-99,-99,,,-99,0,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,-99,,,,,,,1,0,0,0,11,,,Minnesota,Minneapolis,,,0,0,-99,10,5,1,1,8,,,,2,2,1,1,-88,2,17,1,0,-88,2,1,0,-88,-99,-99,United States of America,1,United States of America,-99,2,Somalia,1,2,3,1,-99,5,0,1,0,0,-99,-88,-99,0,0,-88,,,0,0,0,-99,-99,-99,-99,-99,-99,-99,3,0,0,0,0,0,4,,,-99,0,-88,,,-88,0,-88,-99,0,1,-99,-99
3607,Pennsylvania,Clearfield,,,11/1/08,-88,,,-88,-88,-88,-88,-88,0,0,5,-99,4,5,2,-88,,,-99,-99,,,-99,-99,2,-99,0,-88,-88,-99,-99,-99,-99,-99,,,,,-99,,,,,,,0,1,0,0,1,,,Pennsylvania,-99,,,-99,-99,-99,7,1,-99,-99,-99,,,,-99,-99,-99,-99,-99,3,60,-99,-99,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,720,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,3,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,1,-99,-99
3653,Tennessee,-99,,,11/1/08,2,14,,2,1,0,3,1,3,1,7,2,4,4,2,-88,,,0,-88,,,0,-99,2,-99,1,-99,0,1,-99,1,4,13,,,,,1,2,3,7,,,,0,1,0,0,2,,,Arkansas,Helena,,,0,0,-99,10,5,0,0,8,,,,-99,-99,1,0,-88,3,18,1,0,-88,2,-99,0,-88,-99,-99,United States of America,1,United States of America,216,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,0,0,-99,-99,0,0,0,-88,,,0,0,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,0,0,1,1,-99
4186,California,Hemet,,,11/1/08,14,,,-99,-99,-99,1,-99,5,1,10,2,4,4,2,-88,,,-99,-99,,,0,-99,2,-99,1,-99,0,-99,-99,-99,-99,-99,,,,,-99,,,,,,,0,1,0,0,2,,,California,-99,,,-99,0,-99,10,5,-99,-99,8,,,,-99,-99,-99,-99,-99,3,21,1,-99,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,252,0,-88,-88,-88,-99,0,-88,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,-99,-99
4188,California,-99,,,11/1/08,14,,,-99,1,0,1,0,4,1,10,2,4,4,2,-88,,,-99,-99,,,0,-99,2,-99,1,-99,0,-99,-99,-99,-99,-99,,,,,-99,,,,,,,0,1,0,0,2,,,California,-99,,,-99,0,-99,10,5,0,0,-99,,,,-99,-99,-99,-99,-99,3,24,-99,-99,-99,2,-99,0,-88,0,-88,United States of America,1,United States of America,288,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,0,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,,,0,-99,-99,,,-99,0,-88,-99,0,-99,-99,-99
4189,California,Hemet,,,11/1/08,14,,,-99,-99,0,1,0,4,1,7,2,4,4,2,-88,,,-99,-99,,,0,-99,2,-99,1,-99,0,-99,-99,-99,-99,-99,,,,,-99,,,,,,,0,1,0,0,2,,,California,-99,,,-99,0,1,10,5,-99,-99,0,,,,-99,-99,-99,-99,-88,3,22,-99,-99,-99,1,-99,0,-88,0,-88,United States of America,1,United States of America,264,0,-88,-88,-88,-99,0,-88,-99,-99,-99,0,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,0,-99,0,-99,5,,,-99,-99,-99,,,-99,0,-88,-99,0,1,-99,-99
1124,Minnesota,Minneapolis,Somalia,Mogadishu,11/3/08,4,,,-99,-99,0,3,-99,5,1,10,2,3,7,3,al-Shabaab,,,0,-88,,,1,-99,2,36,-99,-99,-99,-99,-99,-99,-99,-99,,,,,-99,,,,,,,1,0,0,0,11,,,Minnesota,Minneapolis,Washington,Seattle,1,0,2,10,5,0,1,0,,,,-99,-99,-99,0,-88,2,22,1,0,-88,2,1,0,-88,-99,-99,United States of America,2,Somalia,228,1,Somalia,-99,2,5,1,0,5,1,4,0,0,1,2,2,3,0,-99,,,0,0,-99,0,2,-99,-99,-99,-99,-99,3,0,0,-99,0,0,1,,,0,0,-88,,,-88,0,-88,3,0,0,3,0
